,name,sha,precision,type,weight_type,architecture,average_score,has_chat_template,ifeval,bbh,math,gpqa,musr,mmlu_pro,is_not_available_on_hub,is_merged,is_moe,is_flagged,is_official_provider,upload_date,submission_date,generation,base_model,hub_license,hub_hearts,params_billions,co2_cost
DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT_bfloat16_e9d7396bc0fa3d1ff4c1f4b1a0d81a1d1a7e977c_True,DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,e9d7396bc0fa3d1ff4c1f4b1a0d81a1d1a7e977c,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,24.113556306971883,True,"{'name': 'IFEval', 'value': 0.551921124837653, 'normalized_score': 55.1921124837653}","{'name': 'BBH', 'value': 0.48238301936695316, 'normalized_score': 27.187826826803345}","{'name': 'MATH Level 5', 'value': 0.14501510574018128, 'normalized_score': 14.501510574018129}","{'name': 'GPQA', 'value': 0.2835570469798658, 'normalized_score': 4.4742729306487705}","{'name': 'MUSR', 'value': 0.4503020833333333, 'normalized_score': 15.854427083333333}","{'name': 'MMLU-PRO', 'value': 0.3472406914893617, 'normalized_score': 27.47118794326241}",True,False,False,False,False,2024-12-31,2025-01-02,1,DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT (Merge),llama3.1,6,8.03,1.4339566351371729
Deci/DeciLM-7B_bfloat16_c3c9f4226801dc0433f32aebffe0aac68ee2f051_False,Deci/DeciLM-7B,c3c9f4226801dc0433f32aebffe0aac68ee2f051,bfloat16,pretrained,Original,DeciLMForCausalLM,15.023477940437223,False,"{'name': 'IFEval', 'value': 0.28129474239462404, 'normalized_score': 28.129474239462404}","{'name': 'BBH', 'value': 0.44228566674266495, 'normalized_score': 21.252729791067395}","{'name': 'MATH Level 5', 'value': 0.028700906344410877, 'normalized_score': 2.8700906344410875}","{'name': 'GPQA', 'value': 0.2953020134228188, 'normalized_score': 6.040268456375841}","{'name': 'MUSR', 'value': 0.43585416666666665, 'normalized_score': 13.0484375}","{'name': 'MMLU-PRO', 'value': 0.26919880319148937, 'normalized_score': 18.799867021276594}",True,False,False,False,True,2023-12-10,2024-06-12,0,Deci/DeciLM-7B,apache-2.0,226,7.044,1.2842746949253772
Deci/DeciLM-7B-instruct_bfloat16_4adc7aa9efe61b47b0a98b2cc94527d9c45c3b4f_True,Deci/DeciLM-7B-instruct,4adc7aa9efe61b47b0a98b2cc94527d9c45c3b4f,bfloat16,chatmodels,Original,DeciLMForCausalLM,17.470092220993035,True,"{'name': 'IFEval', 'value': 0.4880239985460799, 'normalized_score': 48.802399854608}","{'name': 'BBH', 'value': 0.4589748654047652, 'normalized_score': 23.887149044184596}","{'name': 'MATH Level 5', 'value': 0.030211480362537766, 'normalized_score': 3.0211480362537766}","{'name': 'GPQA', 'value': 0.28942953020134227, 'normalized_score': 5.257270693512303}","{'name': 'MUSR', 'value': 0.38841666666666663, 'normalized_score': 5.985416666666667}","{'name': 'MMLU-PRO', 'value': 0.26080452127659576, 'normalized_score': 17.86716903073286}",True,False,False,False,True,2023-12-10,2024-06-12,0,Deci/DeciLM-7B-instruct,apache-2.0,96,7.044,1.2772986646723141
DeepAutoAI/Explore_Llama-3.1-8B-Inst_bfloat16_9752180fafd8f584625eb649c0cba36b91bdc3ce_True,DeepAutoAI/Explore_Llama-3.1-8B-Inst,9752180fafd8f584625eb649c0cba36b91bdc3ce,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,28.926700693431915,True,"{'name': 'IFEval', 'value': 0.7794828831943688, 'normalized_score': 77.94828831943687}","{'name': 'BBH', 'value': 0.511742159482904, 'normalized_score': 30.393262902042363}","{'name': 'MATH Level 5', 'value': 0.20090634441087613, 'normalized_score': 20.090634441087612}","{'name': 'GPQA', 'value': 0.2835570469798658, 'normalized_score': 4.4742729306487705}","{'name': 'MUSR', 'value': 0.3909583333333333, 'normalized_score': 9.63645833333333}","{'name': 'MMLU-PRO', 'value': 0.379155585106383, 'normalized_score': 31.017287234042552}",True,False,False,False,False,2024-09-21,2024-10-09,1,DeepAutoAI/Explore_Llama-3.1-8B-Inst (Merge),apache-2.0,0,8.03,2.6394649716429317
DeepAutoAI/Explore_Llama-3.2-1B-Inst_bfloat16_9fd790df246b8979c02173f7698819a7805fb04e_True,DeepAutoAI/Explore_Llama-3.2-1B-Inst,9fd790df246b8979c02173f7698819a7805fb04e,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,13.897376870733368,True,"{'name': 'IFEval', 'value': 0.5648856146136695, 'normalized_score': 56.48856146136695}","{'name': 'BBH', 'value': 0.35048085637770016, 'normalized_score': 8.292273657131942}","{'name': 'MATH Level 5', 'value': 0.07477341389728097, 'normalized_score': 7.477341389728097}","{'name': 'GPQA', 'value': 0.2558724832214765, 'normalized_score': 0.7829977628635317}","{'name': 'MUSR', 'value': 0.31834375, 'normalized_score': 1.359635416666667}","{'name': 'MMLU-PRO', 'value': 0.18085106382978725, 'normalized_score': 8.983451536643026}",True,False,False,False,False,2024-10-07,2024-10-09,1,DeepAutoAI/Explore_Llama-3.2-1B-Inst (Merge),apache-2.0,0,1.236,1.3254123091945325
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0_bfloat16_9509dee6b01fff1a11dc26cf58d7eecbe3d9d9c4_True,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,9509dee6b01fff1a11dc26cf58d7eecbe3d9d9c4,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,13.359085066778022,True,"{'name': 'IFEval', 'value': 0.5597148898256625, 'normalized_score': 55.97148898256626}","{'name': 'BBH', 'value': 0.33650903200352716, 'normalized_score': 7.042771972349901}","{'name': 'MATH Level 5', 'value': 0.05966767371601209, 'normalized_score': 5.966767371601208}","{'name': 'GPQA', 'value': 0.2634228187919463, 'normalized_score': 1.7897091722595053}","{'name': 'MUSR', 'value': 0.3103125, 'normalized_score': 0.45572916666666624}","{'name': 'MMLU-PRO', 'value': 0.18035239361702127, 'normalized_score': 8.928043735224584}",False,False,False,False,False,2024-10-08,2024-10-08,0,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,,1,1.236,0.9343787388167499
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1_bfloat16_3f8b0fb6dcc1e9725ba52dd086241d5d9e413100_True,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1,3f8b0fb6dcc1e9725ba52dd086241d5d9e413100,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,10.921433609301348,True,"{'name': 'IFEval', 'value': 0.4998891829235318, 'normalized_score': 49.98891829235318}","{'name': 'BBH', 'value': 0.3141475230443668, 'normalized_score': 4.257780193079653}","{'name': 'MATH Level 5', 'value': 0.030966767371601207, 'normalized_score': 3.096676737160121}","{'name': 'GPQA', 'value': 0.24496644295302014, 'normalized_score': 0.0}","{'name': 'MUSR', 'value': 0.37809374999999995, 'normalized_score': 5.1950520833333345}","{'name': 'MMLU-PRO', 'value': 0.12691156914893617, 'normalized_score': 2.990174349881796}",True,False,False,False,False,2024-10-08,2024-10-08,1,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1 (Merge),apache-2.0,0,1.236,0.9399318977538753
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1_bfloat16_158b977bca89e073871e2313740a7c75eb1291af_True,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,158b977bca89e073871e2313740a7c75eb1291af,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,14.311829325717667,True,"{'name': 'IFEval', 'value': 0.5844193406827218, 'normalized_score': 58.44193406827218}","{'name': 'BBH', 'value': 0.3512662445055541, 'normalized_score': 8.818154144791238}","{'name': 'MATH Level 5', 'value': 0.07175226586102719, 'normalized_score': 7.175226586102719}","{'name': 'GPQA', 'value': 0.2625838926174497, 'normalized_score': 1.6778523489932917}","{'name': 'MUSR', 'value': 0.3117083333333333, 'normalized_score': 0.6635416666666667}","{'name': 'MMLU-PRO', 'value': 0.18184840425531915, 'normalized_score': 9.094267139479904}",True,False,False,False,False,2024-10-09,2024-10-17,1,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1 (Merge),apache-2.0,0,1.236,1.3605236173599355
DeepAutoAI/causal_gpt2_bfloat16_995f029f6645dde1ef830406001754b904c49775_False,DeepAutoAI/causal_gpt2,995f029f6645dde1ef830406001754b904c49775,bfloat16,basemergesandmoerges,Original,GPT2LMHeadModel,6.032059300937514,False,"{'name': 'IFEval', 'value': 0.1812767900282362, 'normalized_score': 18.12767900282362}","{'name': 'BBH', 'value': 0.30257073962835446, 'normalized_score': 2.6333438399574587}","{'name': 'MATH Level 5', 'value': 0.005287009063444109, 'normalized_score': 0.5287009063444109}","{'name': 'GPQA', 'value': 0.2600671140939597, 'normalized_score': 1.342281879194629}","{'name': 'MUSR', 'value': 0.42695833333333333, 'normalized_score': 12.103125}","{'name': 'MMLU-PRO', 'value': 0.11311502659574468, 'normalized_score': 1.457225177304964}",False,False,False,False,False,2024-10-17,2024-10-17,0,DeepAutoAI/causal_gpt2,,1,0.124,0.25173041948319086
DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0_bfloat16_8bad8800d04a06f3f906728ee223cab2f50453a0_True,DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,8bad8800d04a06f3f906728ee223cab2f50453a0,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,29.338965494504436,True,"{'name': 'IFEval', 'value': 0.7892746800711002, 'normalized_score': 78.92746800711004}","{'name': 'BBH', 'value': 0.5080411642065981, 'normalized_score': 30.51007603826353}","{'name': 'MATH Level 5', 'value': 0.18051359516616314, 'normalized_score': 18.051359516616312}","{'name': 'GPQA', 'value': 0.29194630872483224, 'normalized_score': 5.592841163310966}","{'name': 'MUSR', 'value': 0.41346875, 'normalized_score': 10.983593749999997}","{'name': 'MMLU-PRO', 'value': 0.3877160904255319, 'normalized_score': 31.96845449172577}",False,False,False,False,False,2024-09-10,2024-09-10,0,DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,,0,8.03,1.7123559936882888
DeepAutoAI/d2nwg_causal_gpt2_bfloat16_eab065cba5a7a9b08f8b264d61d504c4ecbb611b_False,DeepAutoAI/d2nwg_causal_gpt2,eab065cba5a7a9b08f8b264d61d504c4ecbb611b,bfloat16,basemergesandmoerges,Original,GPT2LMHeadModel,6.305441322097188,False,"{'name': 'IFEval', 'value': 0.19161823960425006, 'normalized_score': 19.161823960425007}","{'name': 'BBH', 'value': 0.30268984588252307, 'normalized_score': 2.850573557678692}","{'name': 'MATH Level 5', 'value': 0.004531722054380665, 'normalized_score': 0.4531722054380665}","{'name': 'GPQA', 'value': 0.2575503355704698, 'normalized_score': 1.0067114093959737}","{'name': 'MUSR', 'value': 0.42971875, 'normalized_score': 12.681510416666669}","{'name': 'MMLU-PRO', 'value': 0.11510970744680851, 'normalized_score': 1.6788563829787229}",False,False,False,False,False,2024-10-18,2024-10-18,0,DeepAutoAI/d2nwg_causal_gpt2,,0,0.124,0.2598146183920366
DeepAutoAI/d2nwg_causal_gpt2_v1_bfloat16_3f40c3dcb3eb591dec80ff03573eec7928a7feaa_False,DeepAutoAI/d2nwg_causal_gpt2_v1,3f40c3dcb3eb591dec80ff03573eec7928a7feaa,bfloat16,basemergesandmoerges,Original,GPT2LMHeadModel,6.419565742614277,False,"{'name': 'IFEval', 'value': 0.1988623518929773, 'normalized_score': 19.886235189297732}","{'name': 'BBH', 'value': 0.29918984588252306, 'normalized_score': 2.3872783507070148}","{'name': 'MATH Level 5', 'value': 0.0037764350453172208, 'normalized_score': 0.3776435045317221}","{'name': 'GPQA', 'value': 0.25838926174496646, 'normalized_score': 1.1185682326621946}","{'name': 'MUSR', 'value': 0.4336875, 'normalized_score': 13.244270833333333}","{'name': 'MMLU-PRO', 'value': 0.11353058510638298, 'normalized_score': 1.5033983451536632}",False,False,False,False,False,2024-10-18,2024-10-19,0,DeepAutoAI/d2nwg_causal_gpt2_v1,,0,0.124,0.3430067286083757
DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst_bfloat16_0f04c5ad830f8ae0828191a4670fd4ba361b63d2_True,DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst,0f04c5ad830f8ae0828191a4670fd4ba361b63d2,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,29.85905810866196,True,"{'name': 'IFEval', 'value': 0.803263119633683, 'normalized_score': 80.32631196336831}","{'name': 'BBH', 'value': 0.512116784464076, 'normalized_score': 31.101628224178786}","{'name': 'MATH Level 5', 'value': 0.18882175226586104, 'normalized_score': 18.882175226586103}","{'name': 'GPQA', 'value': 0.28942953020134227, 'normalized_score': 5.257270693512303}","{'name': 'MUSR', 'value': 0.41613541666666665, 'normalized_score': 11.51692708333333}","{'name': 'MMLU-PRO', 'value': 0.38863031914893614, 'normalized_score': 32.070035460992905}",True,False,False,False,False,2024-09-16,2024-10-09,1,DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst (Merge),apache-2.0,3,8.03,2.5700611964067677
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0_bfloat16_210a97b4dadbda63cc9fe459e8415d4cd3bbaf99_True,DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,210a97b4dadbda63cc9fe459e8415d4cd3bbaf99,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,29.735244330693718,True,"{'name': 'IFEval', 'value': 0.7889499860370484, 'normalized_score': 78.89499860370483}","{'name': 'BBH', 'value': 0.5125175335277464, 'normalized_score': 31.162649496607866}","{'name': 'MATH Level 5', 'value': 0.19184290030211482, 'normalized_score': 19.184290030211482}","{'name': 'GPQA', 'value': 0.2911073825503356, 'normalized_score': 5.480984340044745}","{'name': 'MUSR', 'value': 0.41213541666666664, 'normalized_score': 11.51692708333333}","{'name': 'MMLU-PRO', 'value': 0.38954454787234044, 'normalized_score': 32.171616430260045}",False,False,False,False,False,2024-09-14,2024-09-15,0,DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,,0,8.03,1.72090943948751
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.1_bfloat16_ecd140c95985b4292c896e25a94a7629d2924ad1_True,DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.1,ecd140c95985b4292c896e25a94a7629d2924ad1,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,29.735244330693718,True,"{'name': 'IFEval', 'value': 0.7889499860370484, 'normalized_score': 78.89499860370483}","{'name': 'BBH', 'value': 0.5125175335277464, 'normalized_score': 31.162649496607866}","{'name': 'MATH Level 5', 'value': 0.19184290030211482, 'normalized_score': 19.184290030211482}","{'name': 'GPQA', 'value': 0.2911073825503356, 'normalized_score': 5.480984340044745}","{'name': 'MUSR', 'value': 0.41213541666666664, 'normalized_score': 11.51692708333333}","{'name': 'MMLU-PRO', 'value': 0.38954454787234044, 'normalized_score': 32.171616430260045}",False,False,False,False,False,2024-09-15,2024-09-16,0,DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.1,,0,8.03,1.6568916130640359
DeepMount00/Lexora-Lite-3B_bfloat16_2cf39db7ecac17edca0bf4e0973b7fb58c40c22c_True,DeepMount00/Lexora-Lite-3B,2cf39db7ecac17edca0bf4e0973b7fb58c40c22c,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,24.888387400166817,True,"{'name': 'IFEval', 'value': 0.5775996577968678, 'normalized_score': 57.759965779686794}","{'name': 'BBH', 'value': 0.4873392373334518, 'normalized_score': 28.436278690016838}","{'name': 'MATH Level 5', 'value': 0.23036253776435045, 'normalized_score': 23.036253776435046}","{'name': 'GPQA', 'value': 0.27432885906040266, 'normalized_score': 3.243847874720355}","{'name': 'MUSR', 'value': 0.39660416666666665, 'normalized_score': 7.942187500000003}","{'name': 'MMLU-PRO', 'value': 0.3602061170212766, 'normalized_score': 28.911790780141843}",False,False,False,False,False,2024-09-19,2024-10-20,0,DeepMount00/Lexora-Lite-3B,,1,3.086,3.161923130387553
DeepMount00/Lexora-Lite-3B_v2_bfloat16_0562af3800440fe9839bd6e885d9e0062ab70ead_True,DeepMount00/Lexora-Lite-3B_v2,0562af3800440fe9839bd6e885d9e0062ab70ead,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,22.690213091300453,True,"{'name': 'IFEval', 'value': 0.49431840848947456, 'normalized_score': 49.43184084894746}","{'name': 'BBH', 'value': 0.48117654754683153, 'normalized_score': 27.168451763223718}","{'name': 'MATH Level 5', 'value': 0.2280966767371601, 'normalized_score': 22.80966767371601}","{'name': 'GPQA', 'value': 0.2709731543624161, 'normalized_score': 2.796420581655479}","{'name': 'MUSR', 'value': 0.38215625, 'normalized_score': 5.669531250000002}","{'name': 'MMLU-PRO', 'value': 0.35438829787234044, 'normalized_score': 28.26536643026005}",False,False,False,False,False,2024-09-19,2025-02-25,0,DeepMount00/Lexora-Lite-3B_v2,,1,3.086,0.7749346127852547
DeepMount00/Lexora-Medium-7B_bfloat16_c53d166f4f2996a5b7f161529f1ea6548b54a2b2_True,DeepMount00/Lexora-Medium-7B,c53d166f4f2996a5b7f161529f1ea6548b54a2b2,bfloat16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,25.83719802694387,True,"{'name': 'IFEval', 'value': 0.4103379034295669, 'normalized_score': 41.03379034295669}","{'name': 'BBH', 'value': 0.5144844494250328, 'normalized_score': 32.6953311808552}","{'name': 'MATH Level 5', 'value': 0.22205438066465258, 'normalized_score': 22.20543806646526}","{'name': 'GPQA', 'value': 0.3053691275167785, 'normalized_score': 7.38255033557047}","{'name': 'MUSR', 'value': 0.44394791666666666, 'normalized_score': 14.760156250000001}","{'name': 'MMLU-PRO', 'value': 0.43251329787234044, 'normalized_score': 36.9459219858156}",True,False,False,False,False,2024-09-24,2024-09-24,0,DeepMount00/Lexora-Medium-7B,apache-2.0,5,7.616,3.4698222000444563
DeepMount00/Llama-3-8b-Ita_bfloat16_d40847d2981b588690c1dc21d5157d3f4afb2978_True,DeepMount00/Llama-3-8b-Ita,d40847d2981b588690c1dc21d5157d3f4afb2978,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,26.7968164089867,True,"{'name': 'IFEval', 'value': 0.7530297388706411, 'normalized_score': 75.3029738870641}","{'name': 'BBH', 'value': 0.493576505761469, 'normalized_score': 28.077745566893725}","{'name': 'MATH Level 5', 'value': 0.06646525679758308, 'normalized_score': 6.646525679758309}","{'name': 'GPQA', 'value': 0.3053691275167785, 'normalized_score': 7.38255033557047}","{'name': 'MUSR', 'value': 0.4267708333333333, 'normalized_score': 11.6796875}","{'name': 'MMLU-PRO', 'value': 0.38522273936170215, 'normalized_score': 31.691415484633573}",True,False,False,False,False,2024-05-01,2024-06-27,1,meta-llama/Meta-Llama-3-8B,llama3,24,8.03,1.556516897300023
DeepMount00/Llama-3.1-8b-ITA_bfloat16_5ede1e388b6b15bc06acd364a8f805fe9ed16db9_True,DeepMount00/Llama-3.1-8b-ITA,5ede1e388b6b15bc06acd364a8f805fe9ed16db9,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,28.228097653849485,True,"{'name': 'IFEval', 'value': 0.7916727616058724, 'normalized_score': 79.16727616058725}","{'name': 'BBH', 'value': 0.5109356715302854, 'normalized_score': 30.933181176860177}","{'name': 'MATH Level 5', 'value': 0.10876132930513595, 'normalized_score': 10.876132930513595}","{'name': 'GPQA', 'value': 0.287751677852349, 'normalized_score': 5.033557046979867}","{'name': 'MUSR', 'value': 0.41359375, 'normalized_score': 11.399218749999998}","{'name': 'MMLU-PRO', 'value': 0.38763297872340424, 'normalized_score': 31.959219858156025}",False,False,False,False,False,2024-08-13,2024-10-28,2,meta-llama/Meta-Llama-3.1-8B,,6,8.03,2.5075735912307806
DeepMount00/Llama-3.1-8b-Ita_bfloat16_5ede1e388b6b15bc06acd364a8f805fe9ed16db9_False,DeepMount00/Llama-3.1-8b-Ita,5ede1e388b6b15bc06acd364a8f805fe9ed16db9,bfloat16,❓other,Original,Unknown,26.26573192518462,False,"{'name': 'IFEval', 'value': 0.5364843060856306, 'normalized_score': 53.64843060856306}","{'name': 'BBH', 'value': 0.5169995464792883, 'normalized_score': 31.333639113507697}","{'name': 'MATH Level 5', 'value': 0.17069486404833836, 'normalized_score': 17.069486404833835}","{'name': 'GPQA', 'value': 0.3062080536912752, 'normalized_score': 7.494407158836691}","{'name': 'MUSR', 'value': 0.44871875, 'normalized_score': 15.156510416666663}","{'name': 'MMLU-PRO', 'value': 0.39602726063829785, 'normalized_score': 32.89191784869976}",False,False,False,False,False,2024-08-13,,2,meta-llama/Meta-Llama-3.1-8B,,6,0.0,0.9062470550284771
DeepMount00/Llama-3.1-Distilled_bfloat16_0a94c7ddb196107e8bf1b02e31488ff8c17b9eb3_True,DeepMount00/Llama-3.1-Distilled,0a94c7ddb196107e8bf1b02e31488ff8c17b9eb3,bfloat16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,29.631398468956544,True,"{'name': 'IFEval', 'value': 0.7843787816327346, 'normalized_score': 78.43787816327344}","{'name': 'BBH', 'value': 0.5100875314179011, 'normalized_score': 30.84142128641545}","{'name': 'MATH Level 5', 'value': 0.20317220543806647, 'normalized_score': 20.31722054380665}","{'name': 'GPQA', 'value': 0.3036912751677852, 'normalized_score': 7.158836689038028}","{'name': 'MUSR', 'value': 0.40581249999999996, 'normalized_score': 10.126562499999997}","{'name': 'MMLU-PRO', 'value': 0.3781582446808511, 'normalized_score': 30.906471631205672}",True,False,False,False,False,2024-10-25,2024-10-25,1,meta-llama/Meta-Llama-3-8B,llama3,1,8.03,1.6780001093726986
